symbol,status,best_model,horizon,accuracy,precision,recall,f1,train_rows,test_rows,elapsed_s,error
ZFCVINDIA.NS,ok,RandForest,6 Months,0.8135,0.7196,0.5461,0.621,0,0,157.8,
ZYDUSLIFE.NS,ok,RandForest,1 Month,0.8427,0.7647,0.125,0.2149,0,0,161.8,
AADHARHFC.NS,ok,LGB_HiReg,3 Months,0.8167,0.8133,0.598,0.6893,0,0,42.8,
ABBOTINDIA.NS,ok,XGBoost,2 Months,0.8,0.7273,0.1159,0.2,0,0,198.7,
3MINDIA.NS,ok,StackEnsemble,6 Months,0.6583,1.0,0.3051,0.4675,0,0,211.8,
ABLBL.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.5,
ACMESOLAR.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.4,
AEGISVOPAK.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.2,
AFCONS.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.3,
AGARWALEYE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.2,
ABFRL.NS,ok,CatBoost,1 Week,0.707,0.6667,0.0561,0.1034,0,0,176.8,
AJANTPHARM.NS,ok,Ensemble,3 Months,0.7467,0.7,0.0875,0.1556,0,0,198.1,
AKZOINDIA.NS,ok,XGBoost,2 Months,0.8031,0.8,0.0606,0.1127,0,0,205.3,
ALKYLAMINE.NS,ok,XGB_HiReg,6 Months,0.9125,0.9846,0.7619,0.8591,0,0,201.2,
ANANTRAJ.NS,ok,Ensemble,1 Month,0.7294,0.7059,0.1212,0.2069,0,0,176.7,
APLLTD.NS,ok,StackEnsemble,2 Months,0.9437,0.7273,1.0,0.8421,0,0,146.3,
APOLLOHOSP.NS,ok,XGB_HiReg,3 Months,0.66,1.0,0.157,0.2714,0,0,214.1,
APTUS.NS,below_threshold,CatBoost,1 Month,0.75,0.5667,0.0,0.0,0,0,209.0,
ATHERENERG.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.5,
ARE&M.NS,ok,RandForest,1 Week,0.7437,0.8571,0.0625,0.1165,0,0,215.4,
BAJAJHFL.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,4.0,
BAJAJ-AUTO.NS,ok,StackEnsemble,1 Week,0.7135,0.8571,0.1071,0.1905,0,0,205.3,
BAJAJHLDNG.NS,ok,XGBoost,1 Week,0.6789,0.6,0.0517,0.0952,0,0,238.2,
BALKRISIND.NS,ok,RandForest,1 Month,0.7706,0.6087,0.3182,0.4179,0,0,239.2,
BBTC.NS,ok,RandForest,2 Weeks,0.7657,0.7,0.0814,0.1458,0,0,149.0,
BASF.NS,ok,Ensemble,2 Months,0.8656,0.7647,0.4262,0.5474,0,0,229.3,
BHARTIHEXA.NS,below_threshold,Ensemble,2 Weeks,0.6857,0.5263,0.0,0.0,0,0,36.9,
BHARTIARTL.NS,ok,Ensemble,3 Months,0.63,0.8571,0.0517,0.0976,0,0,229.8,
BIKAJI.NS,ok,XGB_HiReg,2 Weeks,0.74,0.9,0.0909,0.1651,0,0,242.1,
BLS.NS,below_threshold,XGB_HiReg,1 Week,0.7127,0.5,0.0,0.0,0,0,218.1,
BSOFT.NS,below_threshold,Ensemble,1 Week,0.7211,0.5714,0.0,0.0,0,0,200.7,
CAMS.NS,ok,Ensemble,3 Months,0.7567,0.6667,0.0533,0.0988,0,0,235.8,
CENTRALBK.NS,ok,XGBoost,2 Weeks,0.7457,0.7778,0.0745,0.1359,0,0,226.9,
CESC.NS,ok,StackEnsemble,2 Weeks,0.7371,0.7143,0.102,0.1786,0,0,187.1,
CHALET.NS,ok,Ensemble,2 Weeks,0.7229,0.7273,0.0784,0.1416,0,0,224.8,
CHENNPETRO.NS,ok,XGBoost,6 Months,0.875,0.875,1.0,0.9333,0,0,211.1,
CIPLA.NS,below_threshold,TabNet,1 Month,0.8059,0.5,0.0,0.0,0,0,210.2,
COALINDIA.NS,ok,XGBoost,2 Weeks,0.7371,0.7,0.0729,0.1321,0,0,226.1,
COLPAL.NS,ok,XGB_HiReg,1 Week,0.7746,0.7,0.0833,0.1489,0,0,220.4,
CRAFTSMAN.NS,ok,StackEnsemble,6 Months,0.8167,0.8167,1.0,0.8991,0,0,216.5,
DLF.NS,ok,Ensemble,1 Month,0.7824,0.7,0.0897,0.1591,0,0,221.4,
ENRIN.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.3,
EIHOTEL.NS,ok,StackEnsemble,1 Month,0.8824,0.6667,0.0952,0.1667,0,0,223.1,
EXIDEIND.NS,ok,StackEnsemble,1 Month,0.8471,0.7381,0.6739,0.7045,0,0,214.3,
FIRSTCRY.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.6,
FEDERALBNK.NS,ok,StackEnsemble,6 Months,1.0,1.0,1.0,1.0,0,0,226.2,
GICRE.NS,ok,RandForest,1 Week,0.7268,0.6923,0.0882,0.1565,0,0,208.7,
GODREJIND.NS,ok,StackEnsemble,3 Months,0.8533,0.6667,0.087,0.1538,0,0,200.6,
GODREJPROP.NS,ok,XGB_HiReg,2 Months,0.8,0.7123,0.5474,0.619,0,0,219.5,
HEXT.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.5,
HCLTECH.NS,ok,RandForest,3 Months,0.7667,0.7143,0.1316,0.2222,0,0,203.6,
HYUNDAI.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.8,
HOMEFIRST.NS,ok,StackEnsemble,3 Months,0.9467,0.6667,0.2222,0.3333,0,0,153.6,
ICICIPRULI.NS,ok,RandForest,2 Months,0.725,0.75,0.0652,0.12,0,0,240.6,
IGIL.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.7,
IKS.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.3,
IDFCFIRSTB.NS,ok,StackEnsemble,1 Month,0.6647,0.8462,0.1667,0.2785,0,0,239.7,
INDIGO.NS,ok,RandForest,2 Months,0.7031,0.75,0.0606,0.1121,0,0,149.1,
INDHOTEL.NS,ok,LGB_HiReg,1 Week,0.7296,0.9091,0.0952,0.1724,0,0,230.5,
IOB.NS,below_threshold,LGB_HiReg,1 Week,0.7437,0.4737,0.0,0.0,0,0,207.8,
INFY.NS,ok,XGBoost,2 Months,0.8,1.0,0.0588,0.1111,0,0,232.1,
IRB.NS,ok,Ensemble,1 Month,0.8,0.8,0.0563,0.1053,0,0,214.8,
IRCON.NS,ok,Ensemble,1 Month,0.7324,0.8571,0.0625,0.1165,0,0,211.6,
ITCHOTELS.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.7,
JSWCEMENT.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,2.9,
IRCTC.NS,below_threshold,LightGBM,2 Weeks,0.8057,0.4444,0.0,0.0,0,0,213.7,
JYOTHYLAB.NS,below_threshold,CatBoost,2 Weeks,0.7829,0.2857,0.0,0.0,0,0,231.8,
KIRLOSBROS.NS,ok,StackEnsemble,2 Months,0.8,0.8,0.1143,0.2,0,0,262.0,
KOTAKBANK.NS,ok,StackEnsemble,1 Week,0.7472,0.75,0.0638,0.1176,0,0,266.3,
KPITTECH.NS,ok,RandForest,1 Month,0.7441,0.6,0.0674,0.1212,0,0,214.7,
LICHSGFIN.NS,below_threshold,TabNet,2 Months,0.7781,0.5,0.0,0.0,0,0,228.6,
LODHA.NS,below_threshold,TabNet,1 Week,0.6761,0.5417,0.0,0.0,0,0,214.4,
LUPIN.NS,ok,XGBoost,3 Months,0.78,0.7234,0.3908,0.5075,0,0,196.1,
MANKIND.NS,ok,RandForest,3 Months,0.8533,0.7826,0.3158,0.45,0,0,195.9,
MAPMYINDIA.NS,below_threshold,XGB_HiReg,6 Months,0.9792,0.5,0.0,0.0,0,0,215.5,
MAXHEALTH.NS,ok,RandForest,2 Weeks,0.7257,0.7333,0.1068,0.1864,0,0,222.2,
MEDANTA.NS,ok,StackEnsemble,2 Months,0.85,0.75,0.3,0.4286,0,0,223.0,
NAUKRI.NS,ok,GradBoost,2 Weeks,0.7943,0.8462,0.1358,0.234,0,0,205.1,
NCC.NS,ok,StackEnsemble,2 Months,0.8812,0.75,0.4444,0.5581,0,0,170.4,
NEWGEN.NS,ok,RandForest,1 Month,0.7794,0.8571,0.075,0.1379,0,0,205.6,
NIVABUPA.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.9,
NIACL.NS,below_threshold,TabNet,6 Months,0.7875,0.5882,0.0,0.0,0,0,228.5,
NTPCGREEN.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,4.7,
NTPC.NS,below_threshold,StackEnsemble,3 Months,0.58,0.8,0.0,0.0,0,0,204.1,
OLAELEC.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.8,
ONESOURCE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.6,
OIL.NS,ok,LightGBM,1 Week,0.7211,0.7895,0.1364,0.2326,0,0,217.4,
ONGC.NS,ok,Ensemble,6 Months,0.8,0.7368,0.6667,0.7,0,0,229.6,
PATANJALI.NS,ok,RandForest,3 Months,0.92,0.6667,0.1538,0.25,0,0,236.2,
PERSISTENT.NS,ok,Ensemble,3 Months,0.6767,0.7778,0.0686,0.1261,0,0,224.9,
PGEL.NS,ok,XGBoost,1 Month,0.7029,0.7,0.0667,0.1217,0,0,230.6,
PGHH.NS,below_threshold,XGBoost,2 Months,0.9313,0.5,0.0,0.0,0,0,221.0,
PHOENIXLTD.NS,ok,StackEnsemble,1 Week,0.6404,1.0,0.0588,0.1111,0,0,234.5,
PREMIERENE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.8,
POWERGRID.NS,ok,LGB_HiReg,2 Weeks,0.7914,0.8333,0.0649,0.1205,0,0,213.6,
RECLTD.NS,ok,StackEnsemble,1 Week,0.7472,0.6,0.0652,0.1176,0,0,196.6,
SAGILITY.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.6,
SAILIFE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.2,
RVNL.NS,below_threshold,Ensemble,2 Months,0.7969,0.5714,0.0,0.0,0,0,217.3,
SHREECEM.NS,ok,XGB_HiReg,1 Week,0.7549,0.7143,0.0556,0.1031,0,0,215.6,
SJVN.NS,below_threshold,LightGBM,1 Week,0.7465,0.5556,0.0,0.0,0,0,205.3,
SUNDRMFAST.NS,ok,XGB_HiReg,2 Months,0.8746,0.75,0.4655,0.5745,0,0,248.9,
SUNPHARMA.NS,ok,LGB_HiReg,2 Weeks,0.78,0.8125,0.1494,0.2524,0,0,240.9,
SWIGGY.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.8,
SUNTV.NS,below_threshold,CatBoost,1 Week,0.7549,0.5556,0.0,0.0,0,0,247.1,
TATAPOWER.NS,ok,CatBoost,1 Week,0.6901,0.8,0.069,0.127,0,0,240.9,
TATATECH.NS,ok,XGB_HiReg,1 Week,0.7099,0.7333,0.1,0.176,0,0,151.5,
THELEELA.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.5,
TCS.NS,ok,LGB_HiReg,2 Months,0.8844,0.6667,0.0526,0.0976,0,0,213.5,
TMPV.NS,ok,RandForest,1 Week,0.6592,0.7,0.056,0.1037,0,0,229.5,
TRIVENI.NS,ok,RandForest,1 Month,0.6824,0.8182,0.0783,0.1429,0,0,227.8,
UBL.NS,ok,XGBoost,3 Months,0.9567,0.6,0.2143,0.3158,0,0,228.0,
UNITDSPR.NS,ok,CatBoost,1 Week,0.7352,0.7273,0.0808,0.1455,0,0,235.4,
VENTIVE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.8,
VMM.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.4,
WAAREEENER.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.3,
VBL.NS,ok,StackEnsemble,2 Months,0.625,1.0,0.0769,0.1429,0,0,220.0,
20260620_111033,ABLBL.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,7.1,False,
20260620_111033,ACMESOLAR.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,7.6,False,
20260620_111033,AEGISVOPAK.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.3,False,
20260620_111033,AFCONS.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.5,False,
20260620_111033,AGARWALEYE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.4,False,
20260620_111033,ATHERENERG.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.4,False,
20260620_111033,BAJAJHFL.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,3.5,False,
20260620_111033,BHARTIHEXA.NS,ok,Ensemble,2 Weeks,0.6969,0.7273,0.0714,0.1301,0,0,31.8,False,
,360ONE.NS,ok,XGBoost,6 Months,0.8765,0.8667,0.5,0.6341,0,0,134.4,True,
,3MINDIA.NS,ok,StackEnsemble,6 Months,0.6475,1.0,0.2586,0.411,0,0,138.4,False,
,AADHARHFC.NS,ok,RandForest,6 Months,0.7407,0.8684,0.3626,0.5116,0,0,23.4,False,
,AARTIIND.NS,ok,Ensemble,2 Weeks,0.7025,0.9286,0.1111,0.1985,0,0,127.0,False,
,AAVAS.NS,ok,RandForest,6 Months,0.9218,0.75,0.1429,0.24,0,0,92.3,False,
,ABB.NS,ok,XGBoost,3 Months,0.7162,0.7363,0.5194,0.6091,0,0,140.2,False,
,ABLBL.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,ACMESOLAR.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.3,False,
,AEGISVOPAK.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,AFCONS.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.3,False,
,AGARWALEYE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.3,False,
,ABBOTINDIA.NS,ok,Ensemble,2 Months,0.7988,0.7,0.1014,0.1772,0,0,143.8,False,
,360ONE.NS,ok,XGBoost,6 Months,0.8765,0.8667,0.5,0.6341,0,0,139.0,True,
,3MINDIA.NS,ok,StackEnsemble,6 Months,0.6475,1.0,0.2586,0.411,0,0,139.7,False,
,AADHARHFC.NS,ok,RandForest,6 Months,0.7407,0.8684,0.3626,0.5116,0,0,23.3,False,
,360ONE.NS,ok,XGBoost,6 Months,0.8765,0.8667,0.5,0.6341,0,0,118.5,True,
,3MINDIA.NS,ok,StackEnsemble,6 Months,0.6475,1.0,0.2586,0.411,0,0,124.6,False,
,AADHARHFC.NS,ok,RandForest,6 Months,0.7407,0.8684,0.3626,0.5116,0,0,21.3,False,
,360ONE.NS,ok,XGBoost,6 Months,0.8765,0.8667,0.5,0.6341,0,0,126.2,True,
,3MINDIA.NS,ok,StackEnsemble,6 Months,0.6475,1.0,0.2586,0.411,0,0,123.4,False,
,AADHARHFC.NS,ok,RandForest,6 Months,0.7407,0.8684,0.3626,0.5116,0,0,21.1,False,
,AARTIIND.NS,ok,Ensemble,2 Weeks,0.7025,0.9286,0.1111,0.1985,0,0,111.3,False,
,AAVAS.NS,ok,RandForest,6 Months,0.9218,0.75,0.1429,0.24,0,0,82.5,False,
,ABB.NS,ok,XGBoost,3 Months,0.7162,0.7363,0.5194,0.6091,0,0,121.1,False,
,ABBOTINDIA.NS,ok,Ensemble,2 Months,0.7988,0.7,0.1014,0.1772,0,0,117.9,False,
,ABCAPITAL.NS,ok,TabNet,6 Months,0.7119,0.8173,0.8256,0.8214,0,0,117.8,False,
,ABFRL.NS,ok,StackEnsemble,2 Months,0.9321,0.6471,0.6875,0.6667,0,0,107.9,False,
,ABLBL.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,ABREL.NS,ok,Ensemble,1 Month,0.7172,0.7,0.0693,0.1261,0,0,111.7,False,
,ABSLAMC.NS,ok,StackEnsemble,2 Weeks,0.6441,0.88,0.2683,0.4112,0,0,121.7,False,
,ACC.NS,below_threshold,CatBoost,1 Month,0.8513,0.4444,0.0,0.0,0,0,116.5,False,
,ACE.NS,ok,Ensemble,1 Week,0.7095,0.619,0.1193,0.2,0,0,111.0,False,
,ACMESOLAR.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,ADANIENSOL.NS,ok,StackEnsemble,6 Months,0.8525,0.8525,1.0,0.9204,0,0,120.6,False,
,ADANIENT.NS,ok,LGB_HiReg,3 Months,0.7162,0.9,0.0957,0.1731,0,0,122.4,False,
,ADANIGREEN.NS,ok,GradBoost,3 Months,0.7492,0.7778,0.5207,0.6238,0,0,119.3,False,
,ADANIPORTS.NS,ok,XGBoost,1 Week,0.6704,1.0,0.056,0.1061,0,0,123.8,False,
,ADANIPOWER.NS,ok,XGBoost,6 Months,0.8189,0.8189,1.0,0.9005,0,0,131.8,True,
,AEGISLOG.NS,ok,XGBoost,3 Months,0.8053,0.7857,0.1642,0.2716,0,0,122.9,False,
,AEGISVOPAK.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,AFCONS.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,AFFLE.NS,ok,Ensemble,6 Months,0.8395,0.7049,0.9663,0.8152,0,0,126.6,False,
,AGARWALEYE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,AIAENG.NS,ok,CatBoost,1 Month,0.6443,1.0,0.1029,0.1867,0,0,128.5,False,
,AIIL.NS,ok,RandForest,6 Months,0.7078,0.8493,0.5082,0.6359,0,0,23.1,True,
,AJANTPHARM.NS,ok,XGB_HiReg,6 Months,0.8765,0.7736,0.9318,0.8454,0,0,117.5,False,
,AKUMS.NS,ok,LGB_HiReg,2 Weeks,0.6884,0.8889,0.0684,0.127,0,0,13.8,False,
,AKZOINDIA.NS,ok,RandForest,2 Months,0.7957,0.8,0.058,0.1081,0,0,129.8,False,
,ALKEM.NS,ok,RandForest,6 Months,0.6379,1.0,0.0638,0.12,0,0,126.9,False,
,ALKYLAMINE.NS,ok,XGB_HiReg,6 Months,0.8683,0.9661,0.6552,0.7808,0,0,122.7,False,
,ALOKINDS.NS,below_threshold,LightGBM,1 Month,0.7784,0.5714,0.0,0.0,0,0,128.4,False,
,AMBER.NS,ok,XGB_HiReg,1 Month,0.6414,0.7333,0.0846,0.1517,0,0,135.7,False,
,AMBUJACEM.NS,ok,TabNet,2 Weeks,0.7507,0.6667,0.1075,0.1852,0,0,128.7,False,
,ANANDRATHI.NS,ok,RandForest,2 Weeks,0.6261,1.0,0.0833,0.1538,0,0,132.7,True,
,ANANTRAJ.NS,ok,XGBoost,2 Weeks,0.6799,0.6,0.0522,0.096,0,0,112.4,False,
,ANGELONE.NS,ok,GradBoost,2 Months,0.7245,0.7045,0.6503,0.6764,0,0,131.1,True,
,APARINDS.NS,ok,XGBoost,6 Months,0.7078,0.7124,0.9641,0.8193,0,0,125.8,False,
,APLAPOLLO.NS,ok,GradBoost,3 Months,0.7492,0.8247,0.5755,0.678,0,0,128.9,False,
,APLLTD.NS,ok,Ensemble,6 Months,0.93,0.7727,0.5862,0.6667,0,0,94.8,False,
,360ONE.NS,ok,XGBoost,6 Months,0.8765,0.8667,0.5,0.6341,0,0,122.7,True,
,3MINDIA.NS,ok,StackEnsemble,6 Months,0.6475,1.0,0.2586,0.411,0,0,123.8,False,
,AADHARHFC.NS,ok,RandForest,6 Months,0.7407,0.8684,0.3626,0.5116,0,0,21.0,False,
,AARTIIND.NS,ok,Ensemble,2 Weeks,0.7025,0.9286,0.1111,0.1985,0,0,114.0,False,
,360ONE.NS,error,,,0.0,0.0,0.0,0.0,0,0,123.4,False,name 'logger' is not defined
,3MINDIA.NS,error,,,0.0,0.0,0.0,0.0,0,0,123.7,False,name 'logger' is not defined
,AADHARHFC.NS,error,,,0.0,0.0,0.0,0.0,0,0,20.3,False,name 'logger' is not defined
,AARTIIND.NS,ok,Ensemble,2 Weeks,0.7025,0.9286,0.1111,0.1985,0,0,113.9,False,
,AAVAS.NS,error,,,0.0,0.0,0.0,0.0,0,0,83.7,False,name 'logger' is not defined
,ABB.NS,error,,,0.0,0.0,0.0,0.0,0,0,118.9,False,name 'logger' is not defined
,ABBOTINDIA.NS,error,,,0.0,0.0,0.0,0.0,0,0,119.8,False,name 'logger' is not defined
,ABCAPITAL.NS,error,,,0.0,0.0,0.0,0.0,0,0,115.8,False,name 'logger' is not defined
,ABFRL.NS,error,,,0.0,0.0,0.0,0.0,0,0,106.4,False,name 'logger' is not defined
,ABLBL.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,ABREL.NS,error,,,0.0,0.0,0.0,0.0,0,0,112.7,False,name 'logger' is not defined
,360ONE.NS,ok,XGBoost,6 Months,0.8765,0.8667,0.5,0.6341,0,0,127.3,True,
,3MINDIA.NS,ok,StackEnsemble,6 Months,0.6475,1.0,0.2586,0.411,0,0,130.1,False,
,AADHARHFC.NS,ok,RandForest,6 Months,0.7407,0.8684,0.3626,0.5116,0,0,20.7,False,
,AARTIIND.NS,ok,Ensemble,2 Weeks,0.7025,0.9286,0.1111,0.1985,0,0,119.2,False,
,AAVAS.NS,ok,RandForest,6 Months,0.9218,0.75,0.1429,0.24,0,0,92.3,False,
,ABB.NS,ok,XGBoost,3 Months,0.7162,0.7363,0.5194,0.6091,0,0,122.4,False,
,ABBOTINDIA.NS,ok,Ensemble,2 Months,0.7988,0.7,0.1014,0.1772,0,0,122.4,False,
,ABCAPITAL.NS,ok,TabNet,6 Months,0.7119,0.8173,0.8256,0.8214,0,0,116.5,False,
,ABFRL.NS,ok,StackEnsemble,2 Months,0.9321,0.6471,0.6875,0.6667,0,0,107.6,False,
,ABLBL.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.3,False,
,ABREL.NS,ok,Ensemble,1 Month,0.7172,0.7,0.0693,0.1261,0,0,109.9,False,
,ABSLAMC.NS,ok,StackEnsemble,2 Weeks,0.6441,0.88,0.2683,0.4112,0,0,127.3,False,
,ACC.NS,below_threshold,CatBoost,1 Month,0.8513,0.4444,0.0,0.0,0,0,122.4,False,
,ACE.NS,ok,Ensemble,1 Week,0.7095,0.619,0.1193,0.2,0,0,112.8,False,
,ACMESOLAR.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.4,False,
,ADANIENSOL.NS,ok,StackEnsemble,6 Months,0.8525,0.8525,1.0,0.9204,0,0,115.9,False,
,ADANIENT.NS,ok,LGB_HiReg,3 Months,0.7162,0.9,0.0957,0.1731,0,0,115.5,False,
,ADANIGREEN.NS,ok,GradBoost,3 Months,0.7492,0.7778,0.5207,0.6238,0,0,112.9,False,
,ADANIPORTS.NS,ok,XGBoost,1 Week,0.6704,1.0,0.056,0.1061,0,0,116.9,False,
,ADANIPOWER.NS,ok,XGBoost,6 Months,0.8189,0.8189,1.0,0.9005,0,0,123.2,True,
,AEGISLOG.NS,ok,XGBoost,3 Months,0.8053,0.7857,0.1642,0.2716,0,0,113.8,False,
,AEGISVOPAK.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,AFCONS.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,AFFLE.NS,ok,Ensemble,6 Months,0.8395,0.7049,0.9663,0.8152,0,0,118.8,False,
,AGARWALEYE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,AIAENG.NS,ok,CatBoost,1 Month,0.6443,1.0,0.1029,0.1867,0,0,120.2,False,
,AIIL.NS,ok,RandForest,6 Months,0.7078,0.8493,0.5082,0.6359,0,0,22.0,True,
,AJANTPHARM.NS,ok,XGB_HiReg,6 Months,0.8765,0.7736,0.9318,0.8454,0,0,111.4,False,
,AKUMS.NS,ok,LGB_HiReg,2 Weeks,0.6884,0.8889,0.0684,0.127,0,0,13.6,False,
,AKZOINDIA.NS,ok,RandForest,2 Months,0.7957,0.8,0.058,0.1081,0,0,121.0,False,
,ALKEM.NS,ok,RandForest,6 Months,0.6379,1.0,0.0638,0.12,0,0,119.6,False,
,ALKYLAMINE.NS,ok,XGB_HiReg,6 Months,0.8683,0.9661,0.6552,0.7808,0,0,116.6,False,
,ALOKINDS.NS,below_threshold,LightGBM,1 Month,0.7784,0.5714,0.0,0.0,0,0,145.5,False,
,AMBER.NS,ok,XGB_HiReg,1 Month,0.6414,0.7333,0.0846,0.1517,0,0,130.7,False,
,AMBUJACEM.NS,ok,TabNet,2 Weeks,0.7507,0.6667,0.1075,0.1852,0,0,133.8,False,
,ANANDRATHI.NS,ok,RandForest,2 Weeks,0.6261,1.0,0.0833,0.1538,0,0,135.3,True,
,ANANTRAJ.NS,ok,XGBoost,2 Weeks,0.6799,0.6,0.0522,0.096,0,0,120.3,False,
,ANGELONE.NS,ok,GradBoost,2 Months,0.7245,0.7045,0.6503,0.6764,0,0,144.3,True,
,APARINDS.NS,ok,XGBoost,6 Months,0.7078,0.7124,0.9641,0.8193,0,0,147.8,False,
,APLAPOLLO.NS,ok,GradBoost,3 Months,0.7492,0.8247,0.5755,0.678,0,0,140.3,False,
,APLLTD.NS,ok,Ensemble,6 Months,0.93,0.7727,0.5862,0.6667,0,0,101.0,False,
,APOLLOHOSP.NS,ok,XGBoost,2 Weeks,0.711,0.7778,0.125,0.2154,0,0,136.9,False,
,APOLLOTYRE.NS,ok,RandForest,6 Months,0.7037,1.0,0.1,0.1818,0,0,143.7,False,
,APTUS.NS,ok,StackEnsemble,3 Months,0.9013,0.75,0.1765,0.2857,0,0,144.4,False,
,ARE&M.NS,ok,StackEnsemble,2 Weeks,0.8531,0.7143,0.1724,0.2778,0,0,135.8,False,
,ASAHIINDIA.NS,ok,XGBoost,6 Months,0.8272,0.9756,0.7547,0.8511,0,0,148.9,False,
,ASHOKLEY.NS,ok,StackEnsemble,6 Months,0.7541,0.7541,1.0,0.8598,0,0,142.2,True,
,ASIANPAINT.NS,below_threshold,StackEnsemble,2 Months,0.5617,1.0,0.0,0.0,0,0,139.8,False,
,ASTERDM.NS,ok,GradBoost,3 Months,0.703,0.8797,0.6126,0.7222,0,0,143.2,False,
,ASTRAL.NS,ok,LGB_HiReg,2 Months,0.7461,0.7273,0.3137,0.4384,0,0,146.6,True,
,ASTRAZEN.NS,ok,Ensemble,2 Months,0.6935,0.8,0.1111,0.1951,0,0,144.0,False,
,ATGL.NS,ok,LGB_HiReg,6 Months,0.93,0.8,0.3478,0.4848,0,0,128.8,False,
,ATHERENERG.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,ATUL.NS,ok,StackEnsemble,6 Months,0.8443,0.7308,0.8837,0.8,0,0,101.7,False,
,AUBANK.NS,ok,TabNet,6 Months,0.7737,0.9055,0.8349,0.8687,0,0,141.1,False,
,AUROPHARMA.NS,ok,RandForest,6 Months,0.6667,1.0,0.1099,0.198,0,0,140.7,False,
