symbol,status,best_model,horizon,accuracy,precision,recall,f1,train_rows,test_rows,elapsed_s,error
,AWL.NS,ok,XGB_HiReg,3 Months,0.9142,0.75,0.2,0.3158,0,0,130.4,False,
,AXISBANK.NS,ok,XGB_HiReg,6 Months,0.786,0.7164,0.5926,0.6486,0,0,146.7,False,
,BAJAJ-AUTO.NS,ok,StackEnsemble,1 Week,0.7095,0.8333,0.0893,0.1613,0,0,128.8,False,
,BAJAJFINSV.NS,ok,GradBoost,6 Months,0.8807,0.75,0.1818,0.2927,0,0,145.2,False,
,BAJAJHFL.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,BAJAJHLDNG.NS,below_threshold,Ensemble,1 Week,0.662,0.4615,0.0,0.0,0,0,153.2,False,
,BAJFINANCE.NS,ok,GradBoost,2 Months,0.709,1.0,0.0784,0.1455,0,0,125.5,True,
,BALKRISIND.NS,below_threshold,RandForest,1 Month,0.758,0.5897,0.0,0.0,0,0,134.1,False,
,BALRAMCHIN.NS,ok,StackEnsemble,6 Months,0.8197,0.7436,0.7073,0.725,0,0,98.7,False,
,BANDHANBNK.NS,ok,GradBoost,6 Months,0.6708,1.0,0.2157,0.3548,0,0,128.5,False,
,BANKBARODA.NS,ok,StackEnsemble,1 Month,0.6163,0.8889,0.1096,0.1951,0,0,132.4,False,
,BANKINDIA.NS,ok,CatBoost,2 Months,0.7554,0.8,0.6358,0.7085,0,0,131.9,False,
,BASF.NS,ok,Ensemble,2 Months,0.8421,0.7273,0.2623,0.3855,0,0,136.8,False,
,BATAINDIA.NS,ok,CatBoost,1 Month,0.863,0.75,0.0612,0.1132,0,0,130.8,False,
,BAYERCROP.NS,ok,XGBoost,1 Month,0.7843,0.8889,0.0988,0.1778,0,0,119.2,False,
,BBTC.NS,ok,RandForest,2 Weeks,0.762,0.6667,0.069,0.125,0,0,96.4,False,
,BDL.NS,ok,RandForest,1 Week,0.6592,0.7778,0.0551,0.1029,0,0,99.9,True,
,BEL.NS,ok,StackEnsemble,1 Month,0.6802,1.0,0.0833,0.1538,0,0,123.0,False,
,BEML.NS,ok,LightGBM,6 Months,0.8807,0.9155,0.7386,0.8176,0,0,151.5,True,
,BERGEPAINT.NS,ok,GradBoost,3 Months,0.9439,0.9592,0.8785,0.9171,0,0,152.8,True,
,BHARATFORG.NS,ok,StackEnsemble,6 Months,0.7705,0.9894,0.775,0.8692,0,0,194.6,False,
,360ONE.NS,ok,XGBoost,6 Months,0.8765,0.8667,0.5,0.6341,0,0,200.0,True,
,BHARTIARTL.NS,ok,Ensemble,3 Months,0.637,0.875,0.0603,0.1129,0,0,189.7,False,
,3MINDIA.NS,ok,StackEnsemble,6 Months,0.6475,1.0,0.2586,0.411,0,0,194.9,False,
,BHARTIHEXA.NS,ok,Ensemble,2 Weeks,0.6997,0.8,0.0714,0.1311,0,0,34.0,False,
,AADHARHFC.NS,ok,RandForest,6 Months,0.7407,0.8684,0.3626,0.5116,0,0,31.8,False,
,BHEL.NS,ok,StackEnsemble,6 Months,0.7295,0.7295,1.0,0.8436,0,0,237.0,False,
,AARTIIND.NS,ok,Ensemble,2 Weeks,0.7025,0.9286,0.1111,0.1985,0,0,220.0,False,
,AAVAS.NS,ok,RandForest,6 Months,0.9218,0.75,0.1429,0.24,0,0,139.7,False,
,BIKAJI.NS,ok,StackEnsemble,1 Month,0.8081,0.6667,0.0588,0.1081,0,0,204.3,False,
,ABB.NS,ok,XGBoost,3 Months,0.7162,0.7363,0.5194,0.6091,0,0,204.9,False,
,BIOCON.NS,ok,StackEnsemble,2 Months,0.7778,0.8372,0.5538,0.6667,0,0,207.2,False,
,ABBOTINDIA.NS,ok,Ensemble,2 Months,0.7988,0.7,0.1014,0.1772,0,0,191.0,False,
,BLS.NS,below_threshold,TabNet,1 Week,0.7123,0.5714,0.0,0.0,0,0,190.3,False,
,ABCAPITAL.NS,ok,TabNet,6 Months,0.7119,0.8173,0.8256,0.8214,0,0,193.0,False,
,BLUEDART.NS,ok,RandForest,2 Months,0.8669,0.7692,0.2,0.3175,0,0,191.2,False,
,ABFRL.NS,ok,StackEnsemble,2 Months,0.9321,0.6471,0.6875,0.6667,0,0,182.3,False,
,ABLBL.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.5,False,
,BLUEJET.NS,ok,XGB_HiReg,3 Months,0.7492,0.8571,0.0741,0.1364,0,0,153.7,False,
,ABREL.NS,ok,Ensemble,1 Month,0.7172,0.7,0.0693,0.1261,0,0,182.9,False,
,BLUESTARCO.NS,ok,XGB_HiReg,6 Months,0.9177,0.8261,0.5429,0.6552,0,0,213.2,True,
,ABSLAMC.NS,ok,StackEnsemble,2 Weeks,0.6441,0.88,0.2683,0.4112,0,0,198.8,False,
,BOSCHLTD.NS,ok,Ensemble,2 Weeks,0.7139,0.8,0.0748,0.1368,0,0,190.9,False,
,ACC.NS,below_threshold,CatBoost,1 Month,0.8513,0.4444,0.0,0.0,0,0,199.5,False,
,BPCL.NS,ok,RandForest,6 Months,0.6872,1.0,0.4795,0.6481,0,0,201.2,True,
,ACE.NS,ok,Ensemble,1 Week,0.7095,0.619,0.1193,0.2,0,0,185.7,False,
,ACMESOLAR.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.7,False,
,BRIGADE.NS,ok,RandForest,3 Months,0.868,0.75,0.3,0.4286,0,0,195.2,True,
,ADANIENSOL.NS,ok,StackEnsemble,6 Months,0.8525,0.8525,1.0,0.9204,0,0,176.8,False,
,BRITANNIA.NS,ok,XGBoost,6 Months,0.8848,0.8529,0.7632,0.8056,0,0,177.5,False,
,ADANIENT.NS,ok,LGB_HiReg,3 Months,0.7162,0.9,0.0957,0.1731,0,0,179.8,False,
,BSE.NS,ok,StackEnsemble,6 Months,0.8279,0.8279,1.0,0.9058,0,0,203.5,True,
,ADANIGREEN.NS,ok,GradBoost,3 Months,0.7492,0.7778,0.5207,0.6238,0,0,187.2,False,
,BSOFT.NS,below_threshold,XGB_HiReg,1 Month,0.758,0.5517,0.0,0.0,0,0,195.0,False,
,ADANIPORTS.NS,ok,XGBoost,1 Week,0.6704,1.0,0.056,0.1061,0,0,197.1,False,
,CAMPUS.NS,ok,GradBoost,3 Months,0.8977,0.7857,0.4681,0.5867,0,0,162.2,False,
,ADANIPOWER.NS,ok,XGBoost,6 Months,0.8189,0.8189,1.0,0.9005,0,0,201.4,True,
,CAMS.NS,ok,RandForest,2 Months,0.7028,0.8333,0.05,0.0943,0,0,203.5,True,
,AEGISLOG.NS,ok,XGBoost,3 Months,0.8053,0.7857,0.1642,0.2716,0,0,201.6,False,
,AEGISVOPAK.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,AFCONS.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.3,False,
,CANBK.NS,ok,RandForest,2 Months,0.6006,1.0,0.0851,0.1569,0,0,221.7,True,
,AFFLE.NS,ok,Ensemble,6 Months,0.8395,0.7049,0.9663,0.8152,0,0,201.4,False,
,AGARWALEYE.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.3,False,
,CANFINHOME.NS,ok,RandForest,6 Months,0.6955,0.934,0.5964,0.7279,0,0,197.7,False,
,AIAENG.NS,ok,CatBoost,1 Month,0.6443,1.0,0.1029,0.1867,0,0,200.3,False,
,AIIL.NS,ok,RandForest,6 Months,0.7078,0.8493,0.5082,0.6359,0,0,39.7,True,
,CAPLIPOINT.NS,ok,Ensemble,1 Month,0.7143,0.7273,0.0777,0.1404,0,0,207.6,False,
,CARBORUNIV.NS,ok,Ensemble,3 Months,0.8779,0.7674,0.55,0.6408,0,0,177.4,False,
,CASTROLIND.NS,ok,Ensemble,3 Months,0.8779,0.7143,0.125,0.2128,0,0,131.9,False,
,CCL.NS,ok,TabNet,6 Months,0.716,0.861,0.7892,0.8235,0,0,132.4,False,
,CDSL.NS,ok,CatBoost,6 Months,0.8148,0.9167,0.5176,0.6617,0,0,142.7,True,
,CEATLTD.NS,ok,StackEnsemble,6 Months,0.877,0.75,0.6667,0.7059,0,0,138.4,False,
,CENTRALBK.NS,ok,XGBoost,2 Weeks,0.7365,0.75,0.0619,0.1143,0,0,133.8,False,
,CENTURYPLY.NS,ok,StackEnsemble,1 Month,0.7558,0.7241,0.3818,0.5,0,0,109.6,False,
,CERA.NS,ok,StackEnsemble,3 Months,0.8224,0.7333,0.3235,0.449,0,0,140.9,False,
,CESC.NS,ok,StackEnsemble,3 Months,0.6579,1.0,0.0545,0.1034,0,0,130.8,False,
,CGCL.NS,ok,StackEnsemble,3 Months,0.8289,0.8462,0.3143,0.4583,0,0,142.5,True,
,CGPOWER.NS,ok,GradBoost,2 Weeks,0.6686,0.8889,0.0645,0.1203,0,0,134.7,False,
,CHALET.NS,ok,TabNet,3 Months,0.6964,0.6,0.0638,0.1154,0,0,127.1,False,
,CHAMBLFERT.NS,ok,TabNet,3 Months,0.8383,0.75,0.0588,0.1091,0,0,121.0,False,
,CHENNPETRO.NS,ok,XGB_HiReg,6 Months,0.8765,0.8765,1.0,0.9342,0,0,117.2,False,
,CHOICEIN.NS,ok,CatBoost,3 Months,0.868,0.9113,0.7958,0.8496,0,0,118.0,True,
,CHOLAFIN.NS,ok,StackEnsemble,1 Month,0.7093,0.8,0.0755,0.1379,0,0,119.4,False,
,CHOLAHLDNG.NS,ok,XGBoost,6 Months,0.8683,0.74,0.6607,0.6981,0,0,129.0,False,
,CIPLA.NS,below_threshold,TabNet,1 Week,0.7654,0.4483,0.0,0.0,0,0,137.0,False,
,CLEAN.NS,below_threshold,XGBoost,1 Week,0.7318,0.5556,0.0,0.0,0,0,134.3,False,
,COALINDIA.NS,ok,XGB_HiReg,3 Months,0.7096,1.0,0.1111,0.2,0,0,154.9,False,
,COCHINSHIP.NS,ok,LGB_HiReg,3 Months,0.8317,1.0,0.3704,0.5405,0,0,150.3,True,
,COFORGE.NS,ok,RandForest,6 Months,0.8148,0.7778,0.14,0.2373,0,0,152.7,True,
,COHANCE.NS,ok,Ensemble,1 Week,0.7905,0.8333,0.0633,0.1176,0,0,124.1,False,
,COLPAL.NS,ok,XGB_HiReg,1 Week,0.7737,0.7143,0.0595,0.1099,0,0,124.3,False,
,CONCOR.NS,ok,TabNet,1 Month,0.7988,0.6,0.0845,0.1481,0,0,137.2,True,
,CONCORDBIO.NS,ok,XGBoost,1 Week,0.7067,0.8,0.0721,0.1322,0,0,117.5,False,
,COROMANDEL.NS,ok,StackEnsemble,1 Month,0.7849,0.75,0.1463,0.2449,0,0,194.8,False,
,CRAFTSMAN.NS,ok,StackEnsemble,6 Months,0.8197,0.8197,1.0,0.9009,0,0,142.2,False,
,CREDITACC.NS,ok,RandForest,2 Weeks,0.6459,1.0,0.0942,0.1722,0,0,141.1,False,
,CRISIL.NS,ok,LGB_HiReg,6 Months,0.9383,0.7714,0.7941,0.7826,0,0,137.1,False,
,CROMPTON.NS,ok,XGB_HiReg,3 Months,0.8944,0.7857,0.275,0.4074,0,0,127.7,False,
,CUB.NS,ok,TabNet,6 Months,0.749,0.8836,0.8107,0.8456,0,0,141.6,True,
,CUMMINSIND.NS,ok,StackEnsemble,6 Months,0.9754,0.9754,1.0,0.9876,0,0,145.5,False,
,CYIENT.NS,ok,CatBoost,1 Week,0.7291,0.6875,0.1068,0.1849,0,0,138.6,False,
,DABUR.NS,ok,XGB_HiReg,2 Months,0.839,1.0,0.1034,0.1875,0,0,128.1,False,
,DALBHARAT.NS,ok,StackEnsemble,1 Week,0.7765,0.7143,0.1163,0.2,0,0,77.4,False,
,DATAPATTNS.NS,ok,XGB_HiReg,6 Months,0.8971,0.9112,0.939,0.9249,0,0,132.1,False,
,DBREALTY.NS,ok,LGB_HiReg,6 Months,0.7778,0.8,0.0702,0.129,0,0,135.8,False,
,DCMSHRIRAM.NS,ok,StackEnsemble,2 Months,0.8519,0.75,0.2143,0.3333,0,0,135.6,False,
,DEEPAKFERT.NS,ok,StackEnsemble,1 Month,0.7849,0.7931,0.4259,0.5542,0,0,128.0,False,
,DEEPAKNTR.NS,ok,Ensemble,3 Months,0.8812,0.8,0.1905,0.3077,0,0,133.3,False,
,DELHIVERY.NS,below_threshold,XGB_HiReg,2 Months,0.5944,0.8846,0.0,0.0,0,0,125.7,False,
,DEVYANI.NS,ok,XGB_HiReg,6 Months,0.9671,0.7407,0.9524,0.8333,0,0,136.1,False,
,DIVISLAB.NS,ok,StackEnsemble,3 Months,0.7697,0.7143,0.3409,0.4615,0,0,134.3,False,
,DIXON.NS,ok,StackEnsemble,2 Weeks,0.8079,0.6667,0.2564,0.3704,0,0,124.7,False,
,DLF.NS,ok,XGB_HiReg,1 Month,0.7843,0.7692,0.1235,0.2128,0,0,123.7,False,
,DMART.NS,ok,StackEnsemble,1 Month,0.8663,0.8235,0.4118,0.549,0,0,141.3,False,
,DOMS.NS,ok,RandForest,2 Weeks,0.7479,0.75,0.0645,0.1188,0,0,113.3,False,
,DRREDDY.NS,ok,LGB_HiReg,6 Months,0.9218,0.7619,0.5333,0.6275,0,0,133.8,True,
,ECLERX.NS,ok,XGB_HiReg,6 Months,0.7737,0.9885,0.6143,0.7577,0,0,123.1,True,
,EICHERMOT.NS,ok,XGB_HiReg,6 Months,0.7901,0.9206,0.7389,0.8198,0,0,122.3,False,
,EIDPARRY.NS,ok,XGB_HiReg,6 Months,0.7778,0.7093,0.6778,0.6932,0,0,120.6,False,
,EIHOTEL.NS,ok,CatBoost,2 Weeks,0.7564,0.6296,0.1828,0.2833,0,0,115.3,False,
,ELECON.NS,ok,LightGBM,3 Months,0.8812,0.7313,1.0,0.8448,0,0,125.8,True,
,ELGIEQUIP.NS,ok,StackEnsemble,3 Months,0.8618,0.7561,0.7381,0.747,0,0,117.7,False,
,EMAMILTD.NS,ok,RandForest,1 Week,0.7346,0.6667,0.0612,0.1121,0,0,130.2,False,
,EMCURE.NS,ok,StackEnsemble,2 Weeks,0.6384,0.7778,0.1014,0.1795,0,0,15.0,False,
,ENDURANCE.NS,ok,CatBoost,6 Months,0.963,1.0,0.9135,0.9548,0,0,129.3,False,
,ENGINERSIN.NS,ok,StackEnsemble,3 Months,0.8618,0.7917,0.7755,0.7835,0,0,88.6,False,
,ENRIN.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,ERIS.NS,ok,XGB_HiReg,6 Months,0.8107,0.7229,0.7229,0.7229,0,0,149.4,False,
,ESCORTS.NS,ok,XGBoost,2 Months,0.7864,0.7812,0.2874,0.4202,0,0,147.4,False,
,ETERNAL.NS,ok,RandForest,6 Months,0.7737,0.7015,0.8624,0.7737,0,0,122.9,False,
,EXIDEIND.NS,ok,XGBoost,2 Months,0.743,0.8889,0.0889,0.1616,0,0,117.6,False,
,FACT.NS,ok,StackEnsemble,3 Months,0.8224,0.7727,0.4359,0.5574,0,0,140.0,False,
,FEDERALBNK.NS,ok,StackEnsemble,6 Months,1.0,1.0,1.0,1.0,0,0,133.5,False,
,FINCABLES.NS,ok,XGBoost,1 Week,0.6899,1.0,0.0513,0.0976,0,0,138.7,False,
,FINPIPE.NS,below_threshold,Ensemble,6 Months,0.8601,0.5625,0.0,0.0,0,0,134.0,False,
,FIRSTCRY.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,FIVESTAR.NS,ok,RandForest,3 Months,0.7855,0.8182,0.125,0.2169,0,0,137.0,False,
,FLUOROCHEM.NS,ok,StackEnsemble,1 Month,0.7384,0.8333,0.1887,0.3077,0,0,139.2,False,
,FORCEMOT.NS,ok,XGBoost,6 Months,0.8395,0.8395,1.0,0.9128,0,0,134.9,False,
,FORTIS.NS,ok,XGBoost,3 Months,0.703,0.8511,0.5128,0.64,0,0,118.1,False,
,FSL.NS,ok,Ensemble,1 Week,0.6872,0.7143,0.0847,0.1515,0,0,114.4,False,
,GAIL.NS,ok,StackEnsemble,3 Months,0.9539,1.0,0.3636,0.5333,0,0,139.0,False,
,GESHIP.NS,ok,StackEnsemble,6 Months,0.9426,0.9426,1.0,0.9705,0,0,140.2,False,
,GICRE.NS,ok,RandForest,2 Months,0.8359,0.8333,0.0877,0.1587,0,0,169.9,False,
,GILLETTE.NS,ok,XGBoost,3 Months,0.8185,0.8421,0.2353,0.3678,0,0,168.4,False,
,GLAND.NS,ok,LightGBM,6 Months,0.7737,0.9853,0.5537,0.709,0,0,134.4,False,
,GLAXO.NS,ok,LGB_HiReg,2 Months,0.7647,0.7105,0.2935,0.4154,0,0,129.5,False,
,GLENMARK.NS,ok,LGB_HiReg,6 Months,0.7819,0.9457,0.7262,0.8215,0,0,140.1,False,
,GMDCLTD.NS,ok,TabNet,6 Months,0.8724,0.8861,0.9813,0.9313,0,0,139.1,False,
,GMRAIRPORT.NS,ok,XGBoost,3 Months,0.7129,0.7703,0.4488,0.5672,0,0,145.1,False,
,GODFRYPHLP.NS,ok,StackEnsemble,1 Month,0.8663,1.0,0.3235,0.4889,0,0,143.7,True,
,GODIGIT.NS,ok,RandForest,6 Months,0.7942,0.8936,0.4828,0.6269,0,0,22.7,False,
,GODREJAGRO.NS,ok,GradBoost,2 Months,0.7864,0.6667,0.0563,0.1039,0,0,137.5,False,
,GODREJCP.NS,ok,XGBoost,3 Months,0.868,0.7097,0.6667,0.6875,0,0,134.2,False,
,GODREJIND.NS,ok,StackEnsemble,3 Months,0.8816,0.8333,0.3846,0.5263,0,0,138.5,False,
,GODREJPROP.NS,ok,Ensemble,1 Month,0.7114,0.8182,0.0849,0.1538,0,0,137.5,False,
,GPIL.NS,ok,LGB_HiReg,3 Months,0.6601,1.0,0.3312,0.4976,0,0,145.0,True,
,GRANULES.NS,ok,RandForest,6 Months,0.7037,0.7698,0.7279,0.7483,0,0,139.6,False,
,GRAPHITE.NS,ok,StackEnsemble,6 Months,0.8033,0.8033,1.0,0.8909,0,0,102.4,False,
,GRASIM.NS,ok,RandForest,3 Months,0.7393,0.7273,0.2553,0.378,0,0,103.7,False,
,GRAVITA.NS,below_threshold,XGB_HiReg,2 Weeks,0.6856,0.5455,0.0,0.0,0,0,144.4,False,
,GRSE.NS,ok,StackEnsemble,6 Months,0.9098,0.8,0.4706,0.5926,0,0,138.3,False,
,GUJGASLTD.NS,ok,StackEnsemble,2 Weeks,0.7571,1.0,0.0652,0.1224,0,0,123.6,False,
,GVT&D.NS,ok,XGBoost,6 Months,0.9671,0.9671,1.0,0.9833,0,0,91.7,False,
,HAL.NS,ok,XGB_HiReg,6 Months,0.8889,1.0,0.6538,0.7907,0,0,141.4,True,
,HAPPSTMNDS.NS,ok,RandForest,3 Months,0.9571,1.0,0.1875,0.3158,0,0,138.4,False,
,HAVELLS.NS,ok,RandForest,1 Month,0.8309,0.6,0.0508,0.0938,0,0,137.7,False,
,HBLENGINE.NS,ok,Ensemble,6 Months,0.8519,0.8511,0.8889,0.8696,0,0,138.8,False,
,HCLTECH.NS,ok,RandForest,3 Months,0.7591,0.6154,0.1053,0.1798,0,0,141.5,False,
,HDFCAMC.NS,ok,XGB_HiReg,6 Months,0.7942,1.0,0.5238,0.6875,0,0,148.7,True,
,HDFCBANK.NS,ok,GradBoost,3 Months,0.8119,1.0,0.1094,0.1972,0,0,127.0,True,
,HDFCLIFE.NS,ok,LightGBM,6 Months,0.9753,0.9189,1.0,0.9577,0,0,140.7,False,
,HEG.NS,ok,LightGBM,6 Months,0.7572,1.0,0.4636,0.6335,0,0,152.2,True,
,HEROMOTOCO.NS,ok,XGBoost,6 Months,0.7366,0.9589,0.5344,0.6863,0,0,140.2,False,
,HEXT.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,HFCL.NS,ok,Ensemble,1 Week,0.6425,1.0,0.0519,0.0986,0,0,143.3,False,
,HINDALCO.NS,ok,StackEnsemble,6 Months,1.0,1.0,1.0,1.0,0,0,142.8,False,
,HINDCOPPER.NS,ok,StackEnsemble,6 Months,1.0,1.0,1.0,1.0,0,0,145.0,False,
,HINDPETRO.NS,ok,RandForest,3 Months,0.7822,0.9831,0.4715,0.6374,0,0,147.3,True,
,HINDUNILVR.NS,ok,CatBoost,6 Months,0.9342,1.0,0.5556,0.7143,0,0,133.3,False,
,HINDZINC.NS,ok,LGB_HiReg,1 Month,0.6472,0.9524,0.1429,0.2484,0,0,133.3,False,
,HOMEFIRST.NS,ok,XGB_HiReg,1 Month,0.7143,0.7,0.2966,0.4167,0,0,93.6,False,
,HONASA.NS,ok,CatBoost,6 Months,0.8107,0.9677,0.6767,0.7965,0,0,131.1,False,
,HONAUT.NS,ok,StackEnsemble,1 Month,0.8605,0.8947,0.4359,0.5862,0,0,140.0,False,
,HSCL.NS,ok,RandForest,1 Month,0.6706,1.0,0.0504,0.096,0,0,139.1,False,
,HUDCO.NS,below_threshold,StackEnsemble,1 Week,0.6816,0.5714,0.0,0.0,0,0,141.8,False,
,HYUNDAI.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,ICICIBANK.NS,ok,LightGBM,6 Months,0.8807,0.7308,0.717,0.7238,0,0,140.7,False,
,ICICIGI.NS,ok,GradBoost,2 Months,0.7988,0.72,0.2368,0.3564,0,0,137.4,False,
,ICICIPRULI.NS,ok,RandForest,1 Week,0.7291,0.7143,0.05,0.0935,0,0,143.7,False,
,IDBI.NS,ok,XGB_HiReg,3 Months,0.6172,1.0,0.0794,0.1471,0,0,153.3,False,
,IDEA.NS,ok,XGB_HiReg,3 Months,0.8152,0.8211,0.7481,0.7829,0,0,146.4,False,
,IDFCFIRSTB.NS,ok,StackEnsemble,1 Month,0.6279,0.8571,0.087,0.1579,0,0,156.8,False,
,IEX.NS,ok,StackEnsemble,1 Week,0.7486,1.0,0.0816,0.1509,0,0,148.5,False,
,IFCI.NS,ok,XGB_HiReg,2 Weeks,0.6487,0.875,0.0538,0.1014,0,0,146.4,False,
,IGIL.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,IGL.NS,ok,Ensemble,6 Months,0.8848,0.8,0.2353,0.3636,0,0,152.7,True,
,IIFL.NS,ok,XGB_HiReg,6 Months,0.7984,0.9748,0.716,0.8256,0,0,149.6,False,
,IKS.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,INDGN.NS,ok,XGBoost,2 Weeks,0.7564,1.0,0.0652,0.1224,0,0,22.3,False,
,INDHOTEL.NS,ok,Ensemble,1 Month,0.8163,0.8,0.0606,0.1127,0,0,148.0,False,
,INDIACEM.NS,ok,RandForest,6 Months,0.8971,0.9701,0.8609,0.9123,0,0,148.8,False,
,INDIAMART.NS,ok,XGBoost,6 Months,0.963,0.8961,0.9857,0.9388,0,0,152.4,True,
,INDIANB.NS,ok,XGB_HiReg,6 Months,0.823,0.8609,0.9474,0.9021,0,0,150.4,False,
,INDIGO.NS,ok,RandForest,2 Months,0.7059,0.6875,0.1089,0.188,0,0,95.2,False,
,INDUSINDBK.NS,below_threshold,GradBoost,2 Months,0.5851,1.0,0.0,0.0,0,0,142.0,False,
,INDUSTOWER.NS,ok,RandForest,1 Month,0.6093,1.0,0.0629,0.1184,0,0,141.2,False,
,INFY.NS,ok,Ensemble,1 Month,0.8047,1.0,0.0563,0.1067,0,0,140.1,False,
,INOXINDIA.NS,ok,RandForest,3 Months,0.7888,0.8333,0.625,0.7143,0,0,108.7,False,
,INOXWIND.NS,ok,RandForest,3 Months,0.901,0.75,0.1765,0.2857,0,0,137.8,True,
,INTELLECT.NS,ok,GradBoost,6 Months,0.7325,0.9583,0.2644,0.4144,0,0,127.8,False,
,IOB.NS,ok,Ensemble,1 Week,0.7458,0.6667,0.0638,0.1165,0,0,134.9,False,
,IOC.NS,ok,GradBoost,2 Weeks,0.6742,0.75,0.0504,0.0945,0,0,133.9,False,
,IPCALAB.NS,ok,Ensemble,3 Months,0.769,0.75,0.0811,0.1463,0,0,132.8,False,
,IRB.NS,ok,RandForest,1 Month,0.8134,0.7857,0.1528,0.2558,0,0,129.8,True,
,IRCON.NS,ok,Ensemble,1 Month,0.7259,0.625,0.0521,0.0962,0,0,130.2,False,
,IRCTC.NS,below_threshold,RandForest,2 Weeks,0.813,0.5556,0.0,0.0,0,0,130.6,False,
,IREDA.NS,ok,RandForest,2 Weeks,0.762,0.7778,0.0787,0.1429,0,0,122.3,False,
,IRFC.NS,below_threshold,CatBoost,2 Weeks,0.7592,0.5833,0.0,0.0,0,0,132.6,False,
,ITC.NS,ok,XGBoost,1 Week,0.824,1.0,0.0597,0.1127,0,0,83.7,False,
,ITCHOTELS.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
,ITI.NS,ok,StackEnsemble,2 Months,0.8333,0.75,0.3429,0.4706,0,0,137.9,False,
,J&KBANK.NS,ok,LGB_HiReg,2 Weeks,0.6657,0.9091,0.0787,0.1449,0,0,134.8,False,
,JBCHEPHARM.NS,ok,XGB_HiReg,2 Weeks,0.711,0.7059,0.1101,0.1905,0,0,139.5,True,
,JBMA.NS,ok,XGB_HiReg,3 Months,0.7657,1.0,0.0779,0.1446,0,0,88.9,True,
,JINDALSAW.NS,ok,XGB_HiReg,3 Months,0.8647,0.7358,0.8571,0.7919,0,0,135.3,True,
,JINDALSTEL.NS,ok,StackEnsemble,6 Months,0.7705,0.7705,1.0,0.8704,0,0,139.0,False,
,JIOFIN.NS,ok,GradBoost,6 Months,0.9671,0.9271,0.9889,0.957,0,0,116.4,False,
,JKCEMENT.NS,ok,StackEnsemble,1 Month,0.8314,1.0,0.1212,0.2162,0,0,136.8,False,
,JKTYRE.NS,ok,XGB_HiReg,3 Months,0.7096,0.7192,0.6908,0.7047,0,0,130.1,False,
,JMFINANCIL.NS,ok,LightGBM,6 Months,0.8477,0.7407,0.9804,0.8439,0,0,90.9,False,
,JPPOWER.NS,ok,StackEnsemble,2 Months,0.7346,0.7826,0.3214,0.4557,0,0,133.4,False,
,JSL.NS,ok,StackEnsemble,2 Months,0.8951,1.0,0.1905,0.32,0,0,130.6,False,
,JSWCEMENT.NS,no_data,,,0.0,0.0,0.0,0.0,0,0,0.2,False,
